Row ID;Order ID;Order Date;Order Priority;Order Quantity;Sales;Discount;Ship Mode;Profit;Unit Price;Shipping Cost;Customer Name;Province;Region;Customer Segment;Product Category;Product Sub-Category;Product Name;Product Container;Product Base Margin;Ship Date
7431;52995;15/03/2012;Not Specified;8;33,39;0,03;Regular Air;-35,51;3,36;6,27;Nat Gilpin;Ontario;Ontario;Consumer;Office Supplies;Binders and Binder Accessories;Cardinal Poly Pocket Divider Pockets for Ring Binders;Small Box;0,4;15/03/2012
7435;53024;12/05/2012;Not Specified;9;187,13;0,09;Regular Air;12,40;20,28;14,39;Ritsa Hightower;Ontario;Ontario;Corporate;Furniture;Office Furnishings;"Career Cubicle Clock, 8 1/4"", Black";Small Box;0,47;13/05/2012
7567;54145;02/01/2010;Low;34;70,25;0,1;Regular Air;-133,06;2,08;5,33;Joni Blumstein;Ontario;Ontario;Home Office;Furniture;Office Furnishings;Eldon© Wave Desk Accessories;Small Box;0,43;02/01/2010
7804;55840;17/08/2009;Medium;11;59,03;0,04;Regular Air;-25,21;4,98;4,86;Jas O'Carroll;Ontario;Ontario;Home Office;Office Supplies;Paper;Xerox 190;Small Box;0,38;17/08/2009
7964;56930;17/08/2012;Low;10;987,54;0,07;Regular Air;-396,84;101,41;35;Eva Jacobs;Ontario;Ontario;Home Office;Office Supplies;Storage & Organization;Tennsco Regal Shelving Units;Large Box;0,82;17/08/2012
8068;57570;28/09/2012;High;27;1823,04;0,09;Delivery Truck;-190,78;70,98;26,74;Daniel Raglin;Ontario;Ontario;Corporate;Furniture;Bookcases;Hon Metal Bookcases, Black;Jumbo Box;0,6;30/09/2012
8121;58051;20/03/2012;High;6;256,6;0;Regular Air;-106,76;39,98;7,12;Pauline Chand;Ontario;Ontario;Corporate;Technology;Computer Peripherals;IBM Active Response Keyboard, Black;Small Box;0,67;22/03/2012
8311;59392;26/06/2010;Medium;19;39,42;0,08;Regular Air;-29,02;2,12;1,99;Pauline Chand;Ontario;Ontario;Corporate;Technology;Computer Peripherals;Fuji Slim Jewel Case CD-R;Small Pack;0,55;27/06/2010
461;3136;09/08/2009;Not Specified;8;238,74;0,1;Regular Air;-38,89;30,98;8,99;Paul Prost;Ontario;Ontario;Corporate;Office Supplies;Pens & Art Supplies;Boston School Pro Electric Pencil Sharpener, 1670;Small Pack;0,58;11/08/2009
534;3648;16/06/2010;Low;46;134,81;0,1;Regular Air;52,36;3,15;0,49;Philip Brown;Ontario;Ontario;Home Office;Office Supplies;Labels;Self-Adhesive Removable Labels;Small Box;0,37;18/06/2010
870;6246;21/10/2009;Not Specified;13;52,38;0,06;Regular Air;11,72;3,93;0,99;Philip Brown;Ontario;Ontario;Home Office;Office Supplies;Rubber Bands;Staples Vinyl Coated Paper Clips;Wrap Bag;0,39;23/10/2009
1242;9028;21/12/2010;Low;48;14556,67;0,04;Delivery Truck;3829,63;306,14;26,53;Michael Nguyen;Ontario;Ontario;Small Business;Technology;Office Machines;Okidata ML184 Turbo Dot Matrix Printers;Jumbo Drum;0,56;25/12/2010
1294;9478;28/03/2009;High;48;522,97;0,04;Regular Air;29,98;10,4;5,4;Philip Brown;Ontario;Ontario;Corporate;Furniture;Office Furnishings;"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock";Small Pack;0,51;29/03/2009
1715;12323;02/04/2011;Not Specified;32;513,74;0,02;Regular Air;-28,68;15,15;10,13;Lisa DeCherney;Ontario;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Plastic Binding Combs;Small Box;0,38;03/04/2011
1934;13830;21/12/2009;High;27;2609,53;0;Regular Air;911,66;90,48;19,99;Michael Nguyen;Ontario;Ontario;Small Business;Office Supplies;Envelopes;Tyvek© Side-Opening Peel & Seel© Expanding Envelopes;Small Box;0,4;24/12/2009
2069;14791;14/02/2010;Medium;29;1576,223;0,05;Regular Air;286,12;65,99;3,99;Lisa DeCherney;Ontario;Ontario;Consumer;Technology;Telephones and Communication;TIMEPORT P8767;Small Box;0,57;15/02/2010
2484;18085;25/09/2011;High;23;8127,51;0,01;Delivery Truck;1541,25;348,21;40,19;Lisa DeCherney;Ontario;Ontario;Corporate;Furniture;Tables;Bretford CR4500 Series Slim Rectangular Table;Jumbo Box;0,62;27/09/2011
2863;20674;08/12/2010;High;37;17717,34;0;Delivery Truck;8291,08;500,97;69,3;Philip Brown;Ontario;Ontario;Corporate;Technology;Office Machines;Epson Stylus 1520 Color Inkjet Printer;Jumbo Drum;0,37;09/12/2010
3496;24903;19/10/2010;Low;33;1646,47;0,05;Regular Air;743,59;48,91;5,81;Paul Prost;Ontario;Ontario;Corporate;Office Supplies;Paper;Xerox 1891;Small Box;0,38;26/10/2010
3603;25735;30/12/2010;Not Specified;45;260,37;0,02;Regular Air;44,15;5,58;1,99;Lisa DeCherney;Ontario;Ontario;Consumer;Office Supplies;Pens & Art Supplies;DIXON Ticonderoga© Erasable Checking Pencils;Wrap Bag;0,46;13/01/2011
4199;29856;08/06/2012;Medium;24;115,54;0,04;Regular Air;43,35;4,98;0,8;Lisa DeCherney;Ontario;Ontario;Consumer;Office Supplies;Paper;Rediform S.O.S. Phone Message Books;Wrap Bag;0,36;11/06/2012
4574;32580;15/09/2011;High;23;166,8;0,03;Regular Air;44,59;7,4;1,71;Paul MacIntyre;Ontario;Ontario;Corporate;Office Supplies;Paper;"It's Hot Message Books with Stickers, 2 3/4"" x 5""";Wrap Bag;0,4;15/09/2011
4788;34017;23/03/2009;High;20;103,39;0,05;Express Air;29,17;4,84;0,71;Paul Prost;Ontario;Ontario;Corporate;Office Supplies;Pens & Art Supplies;*Staples* Highlighting Markers;Wrap Bag;0,52;23/03/2009
6013;42597;25/03/2010;Medium;5;29,66;0,04;Regular Air;-32,78;4,98;4,32;Paul Prost;Ontario;Ontario;Corporate;Technology;Computer Peripherals;DS/HD IBM Formatted Diskettes, 10/Pack - Staples;Small Pack;0,64;27/03/2010
6587;46884;17/01/2009;Medium;25;280,43;0,1;Regular Air;39,52;11,55;2,36;Paul Prost;Ontario;Ontario;Corporate;Office Supplies;Pens & Art Supplies;Newell 309;Wrap Bag;0,55;18/01/2009
7347;52325;14/07/2012;Not Specified;23;5126,3;0,07;Regular Air;2019,19;223,98;15,01;Paul MacIntyre;Ontario;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;GBC DocuBind TL200 Manual Binding Machine;Small Box;0,38;14/07/2012
7478;53382;27/12/2009;Not Specified;13;88,17;0,1;Regular Air;-572,49;3,25;49;Paul MacIntyre;Ontario;Ontario;Corporate;Office Supplies;Appliances;Bravo II? Megaboss© 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack;Large Box;0,56;28/12/2009
7523;53728;22/10/2011;High;27;1502,66;0,07;Regular Air;637,60;58,1;1,49;Paul MacIntyre;Ontario;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Avery Arch Ring Binders;Small Box;0,38;23/10/2011
10;65;17/03/2011;Critical;32;3812,73;0,02;Regular Air;1470,30;115,79;1,99;Tamara Dahlen;Ontario;Ontario;Corporate;Technology;Computer Peripherals;Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle;Small Pack;0,49;18/03/2011
39;230;26/10/2010;Critical;47;2029,75;0,06;Regular Air;320,37;43,98;8,99;Erin Creighton;Ontario;Ontario;Corporate;Office Supplies;Pens & Art Supplies;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;Small Pack;0,58;28/10/2010
61;355;13/06/2009;Low;16;1239,6315;0;Regular Air;-172,55;85,99;0,99;Henry MacAllister;Ontario;Ontario;Small Business;Technology;Telephones and Communication;Accessory4;Wrap Bag;0,85;18/06/2009
75;449;19/07/2011;High;45;356,7;0,02;Regular Air;-48,97;7,38;5,21;Candace McMahon;Ontario;Ontario;Corporate;Furniture;Office Furnishings;Eldon© Expressions? Wood Desk Accessories, Oak;Small Box;0,56;21/07/2011
101;640;22/01/2010;High;39;4913,69;0,02;Delivery Truck;-1153,90;120,98;58,64;Tamara Chand;Ontario;Ontario;Consumer;Furniture;Bookcases;O'Sullivan Living Dimensions 2-Shelf Bookcases;Jumbo Box;0,75;23/01/2010
106;646;21/11/2009;High;18;173,2;0,01;Regular Air;-10,90;9,31;3,98;Duane Huffman;Ontario;Ontario;Small Business;Office Supplies;Scissors, Rulers and Trimmers;Acme© Forged Steel Scissors with Black Enamel Handles;Small Pack;0,56;22/11/2009
132;835;07/10/2011;Not Specified;18;125,16;0,02;Regular Air;-23,48;6,48;5,14;Duane Huffman;Ontario;Ontario;Small Business;Office Supplies;Paper;Xerox 23;Small Box;0,37;08/10/2011
138;896;08/03/2010;Critical;50;1246,52;0,01;Regular Air;52,48;24,92;12,98;Edward Nazzal;Ontario;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;GBC Standard Therm-A-Bind Covers;Small Box;0,39;08/03/2010
159;994;19/04/2009;Low;38;132,07;0,06;Regular Air;14,00;3,58;1,63;Kelly Lampkin;Ontario;Ontario;Corporate;Office Supplies;Rubber Bands;OIC Colored Binder Clips, Assorted Sizes;Wrap Bag;0,36;23/04/2009
167;1057;19/02/2012;Critical;41;341,36;0,09;Regular Air;-52,48;8,46;3,62;Anthony Witt;Ontario;Ontario;Corporate;Technology;Computer Peripherals;"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack";Small Pack;0,61;21/02/2012
228;1538;17/06/2011;Not Specified;15;1297,304;0;Regular Air;149,82;95,99;4,9;Ted Trevino;Ontario;Ontario;Corporate;Technology;Telephones and Communication;T60;Small Box;0,56;18/06/2011
247;1701;18/05/2012;High;49;2047,58;0,01;Regular Air;902,62;40,98;1,99;Ed Ludwig;Ontario;Ontario;Consumer;Technology;Computer Peripherals;Imation Printable White 80 Minute CD-R Spindle, 50/Pack;Small Pack;0,44;20/05/2012
274;1891;14/12/2009;Low;3;302,36;0,09;Regular Air;290,31;107,53;5,81;Jeremy Ellison;Ontario;Ontario;Small Business;Furniture;Office Furnishings;"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""";Medium Box;0,65;16/12/2009
289;2022;14/03/2012;Critical;45;186,44;0;Regular Air;-157,18;3,95;5,13;Alan Hwang;Ontario;Ontario;Corporate;Office Supplies;Appliances;Hoover Replacement Belts For Soft Guard? & Commercial Ltweight Upright Vacs, 2/Pk;Small Box;0,59;15/03/2012
312;2181;12/09/2011;Medium;40;102,56;0,06;Regular Air;36,62;2,61;0,5;Kelly Lampkin;Ontario;Ontario;Home Office;Office Supplies;Labels;Avery 494;Small Box;0,39;12/09/2011
378;2628;21/10/2010;Low;14;34,59;0,04;Regular Air;-60,13;2,18;5;Eileen Kiefer;Ontario;Ontario;Consumer;Office Supplies;Scissors, Rulers and Trimmers;*Staples* Letter Opener;Wrap Bag;0,81;26/10/2010
392;2691;29/04/2012;Low;14;3363,14;0,1;Delivery Truck;98,75;260,98;41,91;Ted Trevino;Ontario;Ontario;Corporate;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;Jumbo Box;0,59;08/05/2012
434;2912;11/03/2012;Low;7;16587,13;0,08;Delivery Truck;-3476,86;2550,14;29,7;Tamara Dahlen;Ontario;Ontario;Corporate;Technology;Office Machines;Epson DFX-8500 Dot Matrix Printer;Jumbo Drum;0,57;13/03/2012
472;3235;14/11/2011;Low;31;142,97;0,1;Express Air;-12,26;4,71;0,7;James Lanier;Ontario;Ontario;Corporate;Office Supplies;Rubber Bands;Sterling Rubber Bands by Alliance;Wrap Bag;0,85;16/11/2011
473;3266;16/03/2011;Low;4;17,12;0,03;Regular Air;-2,55;3,8;1,49;Edward Becker;Ontario;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Durable Pressboard Binders;Small Box;0,38;20/03/2011
487;3363;22/09/2011;High;21;8185,89;0,09;Regular Air;2137,28;415,88;11,37;Gary Zandusky;Ontario;Ontario;Home Office;Office Supplies;Storage & Organization;Deluxe Rollaway Locking File with Drawer;Small Box;0,57;22/09/2011
521;3585;22/11/2009;High;27;259,72;0,07;Regular Air;78,05;10,06;2,06;Ann Blume;Ontario;Ontario;Corporate;Office Supplies;Paper;Riverleaf Stik-Withit© Designer Note Cubes©;Wrap Bag;0,39;22/11/2009
550;3745;28/09/2010;Low;38;1143,35;0,04;Express Air;411,10;29,18;8,55;Erin Smith;Ontario;Ontario;Home Office;Furniture;Office Furnishings;Deflect-o SuperTray? Unbreakable Stackable Tray, Letter, Black;Small Box;0,42;30/09/2010
605;4128;06/10/2011;Not Specified;38;391,42;0,04;Regular Air;25,03;9,99;5,12;Allen Golden;Ontario;Ontario;Consumer;Office Supplies;Paper;Xerox 1948;Small Box;0,4;08/10/2011
625;4354;29/09/2009;Not Specified;6;49,04;0,02;Regular Air;7,74;7,38;5,21;Erin Creighton;Ontario;Ontario;Corporate;Furniture;Office Furnishings;Eldon© Expressions? Wood Desk Accessories, Oak;Small Box;0,56;30/09/2009
645;4550;28/12/2009;High;32;3730,54;0,07;Delivery Truck;1369,09;119,99;16,8;Gary Zandusky;Ontario;Ontario;Home Office;Technology;Office Machines;Epson C62 Color Inkjet Printer;Jumbo Box;0,35;30/12/2009
680;4743;30/03/2010;Low;29;352,55;0,09;Regular Air;128,99;12,97;1,49;Gary Zandusky;Ontario;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;"Mead 1st Gear 2"" Zipper Binder, Asst. Colors";Small Box;0,35;03/04/2010
729;5251;11/04/2011;Medium;38;3821,039;0,05;Express Air;1057,89;115,99;5,99;Tamara Dahlen;Ontario;Ontario;Corporate;Technology;Telephones and Communication;2160;Small Box;0,57;13/04/2011
733;5283;03/06/2009;Medium;23;2508,673;0,03;Regular Air;417,47;125,99;7,69;Gary Zandusky;Ontario;Ontario;Home Office;Technology;Telephones and Communication;Timeport L7089;Small Box;0,58;05/06/2009
750;5381;28/01/2010;Low;47;4888,14;0,07;Regular Air;1545,09;107,53;5,81;Edward Nazzal;Ontario;Ontario;Home Office;Furniture;Office Furnishings;"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""";Medium Box;0,65;04/02/2010
759;5444;17/03/2011;Critical;2;885,94;0,08;Regular Air;-2024,08;449,99;24,49;Frank Carlisle;Ontario;Ontario;Small Business;Technology;Copiers and Fax;Canon PC940 Copier;Large Box;0,52;19/03/2011
785;5601;05/01/2012;High;10;120,53;0,1;Regular Air;49,26;12,22;2,85;Gary Hansen;Ontario;Ontario;Consumer;Furniture;Office Furnishings;Aluminum Document Frame;Small Pack;0,55;06/01/2012
802;5760;24/05/2009;Not Specified;34;5261,73;0,05;Delivery Truck;650,30;150,98;43,71;Nancy Lomonaco;Ontario;Ontario;Home Office;Furniture;Chairs & Chairmats;Global Airflow Leather Mesh Back Chair, Black;Jumbo Drum;0,55;25/05/2009
896;6438;16/05/2010;Not Specified;7;75,72;0,02;Regular Air;20,29;9,77;6,02;Anna Haberlin;Ontario;Ontario;Corporate;Furniture;Office Furnishings;DAX Solid Wood Frames;Medium Box;0,48;16/05/2010
917;6592;01/12/2009;Low;29;194,29;0,09;Regular Air;-177,17;6,84;8,37;Tamara Chand;Ontario;Ontario;Consumer;Office Supplies;Scissors, Rulers and Trimmers;"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut";Small Pack;0,58;08/12/2009
933;6755;01/05/2011;High;20;156,47;0,01;Regular Air;-39,23;7,1;6,05;Kelly Lampkin;Ontario;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;"Wilson Jones Hanging View Binder, White, 1""";Small Box;0,39;03/05/2011
957;6918;01/07/2011;Critical;38;1559,5;0,01;Regular Air;515,83;39,48;1,99;Erin Ashbrook;Ontario;Ontario;Consumer;Technology;Computer Peripherals;80 Minute CD-R Spindle, 100/Pack - Staples;Small Pack;0,54;03/07/2011
1060;7841;20/05/2012;Not Specified;21;1002,77;0,07;Regular Air;295,60;49,34;10,25;Darren Budd;Ontario;Ontario;Consumer;Furniture;Office Furnishings;Electrix Fluorescent Magnifier Lamps & Weighted Base;Large Box;0,57;22/05/2012
1104;8103;02/11/2009;Low;16;457,68;0,07;Regular Air;107,38;29,17;6,27;Bill Stewart;Ontario;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Binding Machine Supplies;Small Box;0,37;06/11/2009
1130;8258;01/03/2009;High;37;434,77;0,02;Regular Air;-155,21;11,34;11,25;James Lanier;Ontario;Ontario;Corporate;Office Supplies;Paper;Staples 1 Part Blank Computer Paper;Small Box;0,36;02/03/2009
1162;8454;15/08/2012;Medium;38;218,77;0,03;Regular Air;-188,13;5,4;7,78;Christine Phan;Ontario;Ontario;Small Business;Office Supplies;Binders and Binder Accessories;3M Organizer Strips;Small Box;0,37;18/08/2012
1193;8710;04/01/2009;Critical;17;63,34;0,03;Regular Air;-76,02;3,36;6,27;Tamara Dahlen;Ontario;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Cardinal Poly Pocket Divider Pockets for Ring Binders;Small Box;0,4;05/01/2009
1208;8835;13/10/2009;Critical;12;153,44;0,05;Regular Air;-6,15;12,2;6,02;James Lanier;Ontario;Ontario;Corporate;Furniture;Office Furnishings;Advantus Panel Wall Certificate Holder - 8.5x11;Small Pack;0,43;14/10/2009
1217;8960;05/06/2010;Medium;46;4335,34;0,07;Express Air;524,09;99,99;19,99;Christine Phan;Ontario;Ontario;Small Business;Technology;Computer Peripherals;US Robotics 56K V.92 External Faxmodem;Small Box;0,52;07/06/2010
1277;9281;23/02/2012;Critical;31;199,8;0,08;Express Air;-96,59;6,48;6,81;Alan Hwang;Ontario;Ontario;Small Business;Office Supplies;Paper;Xerox 1930;Small Box;0,36;25/02/2012
1285;9350;31/10/2012;Critical;13;1735,94;0,1;Delivery Truck;-432,54;140,98;53,48;Darren Budd;Ontario;Ontario;Corporate;Furniture;Bookcases;Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order;Jumbo Box;0,65;01/11/2012
1322;9665;23/04/2009;Low;50;2348,66;0,02;Regular Air;921,41;46,89;5,1;Eugene Hildebrand;Ontario;Ontario;Home Office;Office Supplies;Appliances;Bionaire Personal Warm Mist Humidifier/Vaporizer;Medium Box;0,46;23/04/2009
1357;9893;16/08/2009;Medium;1;192,49;0,02;Delivery Truck;-98,30;160,98;30;Edward Nazzal;Ontario;Ontario;Home Office;Furniture;Chairs & Chairmats;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;Jumbo Drum;0,62;19/08/2009
1401;10183;24/11/2009;Critical;48;1210,02;0,06;Delivery Truck;-279,44;25,98;14,36;Darren Budd;Ontario;Ontario;Corporate;Furniture;Chairs & Chairmats;Global Stack Chair without Arms, Black;Jumbo Drum;0,6;25/11/2009
1413;10247;10/01/2010;Medium;21;111,66;0,06;Regular Air;-53,33;4,98;5,49;Edward Becker;Ontario;Ontario;Home Office;Office Supplies;Paper;Xerox 1952;Small Box;0,38;11/01/2010
1438;10371;16/09/2009;High;10;156,15;0,08;Express Air;-37,60;15,73;7,42;Melanie Page;Ontario;Ontario;Corporate;Office Supplies;Scissors, Rulers and Trimmers;Acme Galleria© Hot Forged Steel Scissors with Colored Handles;Small Pack;0,56;18/09/2009
1456;10498;23/10/2010;Low;47;1968,47;0,04;Regular Air;327,90;40,97;8,99;Jesus Ocampo;Ontario;Ontario;Small Business;Office Supplies;Pens & Art Supplies;Sanford 52201 APSCO Electric Pencil Sharpener;Small Pack;0,59;30/10/2010
1470;10624;20/12/2009;Critical;23;1082,43;0,06;Regular Air;23,97;47,98;3,61;Darren Powers;Ontario;Ontario;Corporate;Technology;Computer Peripherals;DS/HD IBM Formatted Diskettes, 200/Pack - Staples;Small Pack;0,71;22/12/2009
1579;11425;22/06/2011;Critical;29;482,91;0,1;Regular Air;-16,59;16,91;6,25;Patrick Bzostek;Ontario;Ontario;Consumer;Office Supplies;Storage & Organization;Tenex Personal Self-Stacking Standard File Box, Black/Gray;Small Box;0,58;23/06/2011
1591;11491;17/08/2010;Low;26;165,37;0,06;Regular Air;-80,11;6,6;4,07;Darren Budd;Ontario;Ontario;Home Office;Technology;Computer Peripherals;"3.5"" IBM Formatted Diskettes, DS/HD";Small Pack;0,66;26/08/2010
1636;11841;20/04/2010;Medium;44;2339,52;0,1;Regular Air;886,03;54,96;10,75;Melanie Page;Ontario;Ontario;Corporate;Office Supplies;Paper;Xerox 1940;Small Box;0,36;22/04/2010
1648;11878;24/02/2010;Not Specified;18;102,06;0,1;Regular Air;36,23;6,3;0,5;Jesus Ocampo;Ontario;Ontario;Small Business;Office Supplies;Labels;Avery 48;Small Box;0,39;25/02/2010
1682;12130;09/12/2011;Not Specified;37;686,2;0,04;Regular Air;290,20;18,84;3,62;Grace Kelly;Ontario;Ontario;Consumer;Furniture;Office Furnishings;Flat Face Poster Frame;Wrap Bag;0,43;12/12/2011
1684;12160;12/12/2010;Low;48;10341,47;0,03;Delivery Truck;865,02;208,16;68,02;Darren Budd;Ontario;Ontario;Corporate;Furniture;Chairs & Chairmats;Bevis Steel Folding Chairs;Jumbo Drum;0,57;17/12/2010
1697;12258;30/11/2009;Low;3;561,65;0,04;Delivery Truck;-264,94;180,98;30;Kelly Lampkin;Ontario;Ontario;Home Office;Furniture;Chairs & Chairmats;Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms;Jumbo Drum;0,69;30/11/2009
1709;12263;06/07/2011;High;12;515,65;0;Regular Air;123,50;39,48;3,99;Dan Lawera;Ontario;Ontario;Corporate;Office Supplies;Appliances;Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection;Small Box;0,56;06/07/2011
1752;12551;11/06/2012;Low;46;5023,2535;0,01;Regular Air;1665,23;125,99;5,26;George Ashbrook;Ontario;Ontario;Small Business;Technology;Telephones and Communication;232;Small Box;0,55;18/06/2012
1778;12736;08/03/2010;Low;2;25,52;0,01;Regular Air;21,77;9,65;6,22;Henry MacAllister;Ontario;Ontario;Small Business;Furniture;Office Furnishings;Eldon Expressions? Desk Accessory, Wood Pencil Holder, Oak;Small Box;0,55;15/03/2010
1780;12768;08/04/2009;Critical;34;1562,97;0,01;Express Air;501,59;42,98;4,62;Kelly Lampkin;Ontario;Ontario;Corporate;Office Supplies;Appliances;Belkin F9M820V08 8 Outlet Surge;Small Box;0,56;10/04/2009
1792;12837;02/12/2012;Medium;22;66,19;0,02;Regular Air;15,84;2,88;0,99;Dave Hallsten;Ontario;Ontario;Home Office;Office Supplies;Labels;Avery 474;Small Box;0,36;03/12/2012
1799;12897;18/07/2011;Not Specified;39;141,49;0,03;Regular Air;59,92;3,69;0,5;Edward Becker;Ontario;Ontario;Corporate;Office Supplies;Labels;Avery 487;Small Box;0,38;19/07/2011
1817;13030;22/07/2009;Medium;32;136,2;0,09;Express Air;-154,31;3,89;7,01;Nancy Lomonaco;Ontario;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;Avery Binder Labels;Small Box;0,37;24/07/2009
1823;13091;15/11/2009;Medium;12;81,43;0,08;Regular Air;-44,66;6,48;7,03;Arthur Wiediger;Ontario;Ontario;Corporate;Office Supplies;Paper;Xerox 214;Small Box;0,37;16/11/2009
1862;13383;15/06/2012;Not Specified;35;750,03;0,07;Regular Air;-1072,97;20,34;35;Duane Huffman;Ontario;Ontario;Consumer;Office Supplies;Storage & Organization;Tennsco Commercial Shelving;Large Box;0,84;17/06/2012
1867;13440;13/10/2010;Not Specified;22;971,82;0,07;Regular Air;326,39;43,98;1,99;Jim Mitchum;Ontario;Ontario;Consumer;Technology;Computer Peripherals;Memorex 80 Minute CD-R Spindle, 100/Pack;Small Pack;0,44;15/10/2010
1874;13479;04/12/2009;High;3;292,96;0,09;Regular Air;-322,95;99,99;19,99;Erin Ashbrook;Ontario;Ontario;Consumer;Technology;Computer Peripherals;US Robotics 56K V.92 External Faxmodem;Small Box;0,52;06/12/2009
1903;13633;03/04/2012;Not Specified;18;2703,37;0,09;Delivery Truck;-231,60;150,98;57,2;Alan Hwang;Ontario;Ontario;Corporate;Furniture;Chairs & Chairmats;DMI Arturo Collection Mission-style Design Wood Chair;Jumbo Drum;0,59;04/04/2012
1917;13735;21/05/2009;Medium;36;281,71;0,02;Regular Air;117,38;7,64;1,39;Edward Becker;Ontario;Ontario;Home Office;Office Supplies;Envelopes;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";Small Box;0,36;23/05/2009
1935;13861;11/08/2010;High;7;37,3;0;Regular Air;5,03;4,84;0,71;Andy Yotov;Ontario;Ontario;Corporate;Office Supplies;Pens & Art Supplies;*Staples* Highlighting Markers;Wrap Bag;0,52;11/08/2010
1937;13892;27/04/2012;High;47;1446,97;0;Regular Air;531,47;29,89;1,99;Frank Hawley;Ontario;Ontario;Home Office;Technology;Computer Peripherals;Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS;Small Pack;0,5;28/04/2012
1962;14023;20/02/2010;Not Specified;36;711,1;0,08;Regular Air;241,08;21,38;2,99;Edward Becker;Ontario;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Acco D-Ring Binder w/DublLock©;Small Box;0,36;22/02/2010
1976;14115;14/08/2009;Not Specified;24;158,78;0,04;Regular Air;-38,38;6,28;5,41;Jim Mitchum;Ontario;Ontario;Consumer;Furniture;Office Furnishings;Eldon© 200 Class? Desk Accessories;Small Box;0,53;16/08/2009
1984;14147;07/03/2010;Not Specified;8;351,49;0,03;Regular Air;107,32;41,94;2,99;Theresa Coyne;Ontario;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;"Avery Trapezoid Extra Heavy Duty 4"" Binders";Small Box;0,35;10/03/2010
1990;14211;12/02/2009;Not Specified;22;3220,58;0,04;Regular Air;1046,69;150,98;13,99;Frank Hawley;Ontario;Ontario;Home Office;Technology;Office Machines;Canon MP41DH Printing Calculator;Medium Box;0,38;15/02/2009
2011;14368;10/09/2011;High;5;522,06;0,06;Regular Air;319,64;105,98;13,99;Ivan Liston;Ontario;Ontario;Consumer;Furniture;Office Furnishings;"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped";Medium Box;0,65;11/09/2011
2045;14596;10/01/2009;Critical;24;199,12;0,01;Regular Air;73,33;8,34;0,96;Darren Powers;Ontario;Ontario;Corporate;Furniture;Office Furnishings;Document Clip Frames;Wrap Bag;0,43;12/01/2009
2055;14693;09/01/2011;Critical;39;268,94;0,02;Regular Air;-87,52;6,48;6,41;Darren Powers;Ontario;Ontario;Corporate;Office Supplies;Paper;Xerox 221;Small Box;0,37;11/01/2011
2057;14695;05/09/2012;High;40;1992,45;0,05;Delivery Truck;-1609,92;48,58;54,11;Anthony Witt;Ontario;Ontario;Corporate;Furniture;Bookcases;O'Sullivan 2-Shelf Heavy-Duty Bookcases;Jumbo Box;0,69;06/09/2012
2073;14823;12/02/2009;Low;15;103,62;0,1;Regular Air;39,98;7,31;0,49;David Smith;Ontario;Ontario;Small Business;Office Supplies;Labels;Self-Adhesive Address Labels for Typewriters by Universal;Small Box;0,38;21/02/2009
2101;15014;10/02/2010;Medium;10;633,13;0,05;Delivery Truck;-203,90;58,14;36,61;Ted Trevino;Ontario;Ontario;Corporate;Furniture;Bookcases;O'Sullivan 3-Shelf Heavy-Duty Bookcases;Jumbo Box;0,61;13/02/2010
2213;15972;09/08/2011;Not Specified;3;10,33;0,04;Regular Air;-3,86;2,98;1,58;Naresj Patel;Ontario;Ontario;Small Business;Office Supplies;Rubber Bands;Staples Gold Paper Clips;Wrap Bag;0,39;09/08/2011
